Order ID,Customer ID,Customer Name,Segment,Order Date,Ship Date,Ship Mode,Region,State,Category,Product,Quantity,Unit Price,Discount (%),Sales,Profit,Payment Mode,Sales Person,Year,Month,Quarter,DayOfWeek,Profit Margin
10791,CUST1063,Customer_217,Corporate,2024-09-01,05-09-2024,Express,East,Assam,Electronics,Headphones,4,1874,15.0,6371.6,568.53,Net Banking,SalesPerson_29,2024,9,3,Sunday,8.92287651453324
10792,CUST1129,Customer_355,Home Office,2024-11-20,21-11-2024,Standard,East,West Bengal,Office Supplies,Binder,1,1250,0.0,1250.0,130.07,Cash,SalesPerson_49,2024,11,4,Wednesday,10.4056
10793,CUST1701,Customer_455,Consumer,2024-02-29,01-03-2024,Standard,East,Assam,Office Supplies,Pen,10,1604,10.0,14436.0,4669.45,UPI,SalesPerson_12,2024,2,1,Thursday,32.34587143252979
10794,CUST1313,Customer_93,Corporate,2023-05-27,03-06-2023,Same Day,North,Delhi,Furniture,Desk,6,930,5.0,5301.0,1318.79,UPI,SalesPerson_15,2023,5,2,Saturday,24.878136200716845
10795,CUST1623,Customer_71,Corporate,2023-08-30,06-09-2023,Same Day,North,Punjab,Office Supplies,Printer Paper,9,2528,0.0,22752.0,4279.47,Net Banking,SalesPerson_35,2023,8,3,Wednesday,18.80920358649789
10796,CUST1418,Customer_298,Consumer,2024-02-27,01-03-2024,Express,North,Haryana,Electronics,Headphones,1,2009,10.0,1808.1,516.7,UPI,SalesPerson_29,2024,2,1,Tuesday,28.576959238980148
10797,CUST1929,Customer_224,Consumer,2023-08-05,06-08-2023,Standard,South,Kerala,Electronics,Headphones,3,2581,15.0,6581.55,1875.91,UPI,SalesPerson_35,2023,8,3,Saturday,28.502556388692636
10798,CUST1638,Customer_305,Consumer,2022-07-03,10-07-2022,Same Day,South,Kerala,Furniture,Desk,3,2137,15.0,5449.35,1521.07,Credit Card,SalesPerson_3,2022,7,3,Sunday,27.912870342334408
10799,CUST1545,Customer_65,Corporate,2023-10-05,06-10-2023,Standard,North,Punjab,Office Supplies,Binder,7,457,5.0,3039.05,193.53,Net Banking,SalesPerson_44,2023,10,4,Thursday,6.368108454944801
10800,CUST1725,Customer_135,Home Office,2023-01-10,12-01-2023,Same Day,West,Maharashtra,Electronics,Mobile,8,1064,0.0,8512.0,2667.24,UPI,SalesPerson_22,2023,1,1,Tuesday,31.33505639097744
10801,CUST1363,Customer_230,Consumer,2023-03-25,28-03-2023,Standard,North,Delhi,Office Supplies,Printer Paper,7,2615,10.0,16474.5,3057.33,Cash,SalesPerson_38,2023,3,1,Saturday,18.55795320040062
10802,CUST1114,Customer_251,Consumer,2023-11-10,15-11-2023,Standard,West,Gujarat,Electronics,Laptop,6,2688,5.0,15321.6,1535.23,Credit Card,SalesPerson_15,2023,11,4,Friday,10.020037071846282
10803,CUST1728,Customer_126,Corporate,2024-04-22,23-04-2024,Express,East,Assam,Furniture,Chair,4,2439,5.0,9268.2,706.07,Cash,SalesPerson_40,2024,4,2,Monday,7.6181998662091885
10804,CUST1444,Customer_288,Corporate,2022-07-11,12-07-2022,Same Day,East,Assam,Office Supplies,Notebook,9,1076,5.0,9199.8,2785.19,Cash,SalesPerson_11,2022,7,3,Monday,30.274462488314967
10805,CUST1756,Customer_461,Home Office,2024-03-02,03-03-2024,Same Day,South,Kerala,Electronics,Tablet,1,2098,0.0,2098.0,310.98,Credit Card,SalesPerson_34,2024,3,1,Saturday,14.822688274547188
10806,CUST1947,Customer_438,Home Office,2022-01-13,18-01-2022,Express,North,Delhi,Furniture,Sofa,6,1890,5.0,10773.0,1012.73,Credit Card,SalesPerson_4,2022,1,1,Thursday,9.400631207648752
10807,CUST1102,Customer_26,Corporate,2022-04-23,25-04-2022,Same Day,North,Punjab,Furniture,Chair,3,1068,15.0,2723.4,852.88,Credit Card,SalesPerson_32,2022,4,2,Saturday,31.316736432400678
10808,CUST1690,Customer_67,Home Office,2022-04-26,27-04-2022,Express,West,Maharashtra,Electronics,Mobile,10,2533,0.0,25330.0,3121.01,Debit Card,SalesPerson_4,2022,4,2,Tuesday,12.321397552309515
10809,CUST1265,Customer_397,Consumer,2023-06-02,04-06-2023,Same Day,North,Delhi,Office Supplies,Notebook,10,2622,0.0,26220.0,3540.18,Cash,SalesPerson_45,2023,6,2,Friday,13.50183066361556
10810,CUST1255,Customer_359,Consumer,2023-05-29,04-06-2023,Standard,West,Rajasthan,Office Supplies,Binder,10,1890,10.0,17010.0,2740.29,UPI,SalesPerson_6,2023,5,2,Monday,16.109876543209875
10811,CUST1370,Customer_230,Home Office,2022-04-01,03-04-2022,Standard,West,Gujarat,Office Supplies,Printer Paper,10,945,15.0,8032.5,2171.22,Credit Card,SalesPerson_48,2022,4,2,Friday,27.030438842203548
10812,CUST1657,Customer_27,Consumer,2024-05-17,23-05-2024,Express,West,Maharashtra,Furniture,Table,7,2153,0.0,15071.0,4657.92,Cash,SalesPerson_32,2024,5,2,Friday,30.90650918983478
10813,CUST1769,Customer_117,Home Office,2023-11-30,04-12-2023,Express,East,Odisha,Office Supplies,Pen,1,359,5.0,341.05,55.07,Cash,SalesPerson_37,2023,11,4,Thursday,16.147192493769243
10814,CUST1459,Customer_250,Consumer,2023-07-14,18-07-2023,Express,East,West Bengal,Electronics,Mobile,2,2150,15.0,3655.0,834.31,Credit Card,SalesPerson_3,2023,7,3,Friday,22.826538987688096
10815,CUST1513,Customer_355,Corporate,2022-04-09,10-04-2022,Same Day,South,Tamil Nadu,Furniture,Desk,3,1808,0.0,5424.0,478.0,Credit Card,SalesPerson_5,2022,4,2,Saturday,8.81268436578171
10816,CUST1451,Customer_348,Home Office,2024-06-23,26-06-2024,Standard,West,Gujarat,Electronics,Laptop,9,2697,15.0,20632.05,1118.11,Net Banking,SalesPerson_43,2024,6,2,Sunday,5.419286983116074
10817,CUST1570,Customer_345,Home Office,2024-04-06,11-04-2024,Standard,West,Maharashtra,Furniture,Sofa,8,2464,10.0,17740.8,3455.21,Net Banking,SalesPerson_6,2024,4,2,Saturday,19.47606646825397
10818,CUST1813,Customer_283,Home Office,2023-02-21,25-02-2023,Standard,West,Maharashtra,Office Supplies,Binder,4,134,10.0,482.4,75.05,Credit Card,SalesPerson_47,2023,2,1,Tuesday,15.557628524046436
10819,CUST1794,Customer_371,Consumer,2022-01-07,11-01-2022,Standard,West,Maharashtra,Electronics,Laptop,6,2099,10.0,11334.6,652.7,Net Banking,SalesPerson_41,2022,1,1,Friday,5.75847405289997
10820,CUST1093,Customer_359,Corporate,2024-01-31,03-02-2024,Same Day,North,Haryana,Furniture,Sofa,9,1364,10.0,11048.4,722.27,Debit Card,SalesPerson_36,2024,1,1,Wednesday,6.537326671735275
10821,CUST1904,Customer_335,Consumer,2024-12-12,15-12-2024,Express,East,Assam,Office Supplies,Pen,9,2252,15.0,17227.8,1015.23,Credit Card,SalesPerson_45,2024,12,4,Thursday,5.892975307352071
10822,CUST1440,Customer_231,Home Office,2022-11-08,10-11-2022,Same Day,North,Delhi,Furniture,Desk,1,947,10.0,852.3,117.55,Cash,SalesPerson_2,2022,11,4,Tuesday,13.79209198638977
10823,CUST1794,Customer_254,Home Office,2024-08-24,30-08-2024,Same Day,North,Punjab,Office Supplies,Notebook,2,1725,5.0,3277.5,471.65,Cash,SalesPerson_21,2024,8,3,Saturday,14.390541571319604
10824,CUST1268,Customer_384,Corporate,2023-03-07,09-03-2023,Standard,South,Karnataka,Electronics,Laptop,9,1125,5.0,9618.75,1607.6,Cash,SalesPerson_36,2023,3,1,Tuesday,16.71319038336582
10825,CUST1427,Customer_479,Home Office,2024-09-14,17-09-2024,Express,West,Gujarat,Electronics,Headphones,1,2315,0.0,2315.0,471.55,Net Banking,SalesPerson_11,2024,9,3,Saturday,20.369330453563716
10826,CUST1379,Customer_27,Corporate,2023-08-05,08-08-2023,Express,West,Maharashtra,Office Supplies,Pen,5,293,10.0,1318.5,225.36,Net Banking,SalesPerson_5,2023,8,3,Saturday,17.092150170648466
10827,CUST1764,Customer_151,Home Office,2023-05-04,07-05-2023,Express,East,Assam,Furniture,Sofa,8,2068,5.0,15716.8,5003.56,Debit Card,SalesPerson_21,2023,5,2,Thursday,31.835742644813198
10828,CUST1082,Customer_202,Home Office,2024-09-18,24-09-2024,Standard,East,Odisha,Office Supplies,Notebook,1,2594,15.0,2204.9,134.19,Debit Card,SalesPerson_42,2024,9,3,Wednesday,6.085990294344414
10829,CUST1450,Customer_244,Corporate,2024-08-29,05-09-2024,Same Day,West,Gujarat,Furniture,Chair,1,2233,10.0,2009.7,251.84,Cash,SalesPerson_28,2024,8,3,Thursday,12.531223565706323
10830,CUST1112,Customer_307,Consumer,2024-10-22,25-10-2024,Same Day,East,West Bengal,Office Supplies,Pen,8,2966,0.0,23728.0,5162.47,Net Banking,SalesPerson_46,2024,10,4,Tuesday,21.75686952124073
10831,CUST1344,Customer_290,Home Office,2022-10-14,19-10-2022,Standard,South,Kerala,Electronics,Laptop,8,411,10.0,2959.2,403.26,Credit Card,SalesPerson_10,2022,10,4,Friday,13.62733171127332
10832,CUST1089,Customer_476,Consumer,2024-11-11,15-11-2024,Standard,West,Maharashtra,Electronics,Laptop,5,2466,0.0,12330.0,1926.6,Cash,SalesPerson_9,2024,11,4,Monday,15.62530413625304
10833,CUST1604,Customer_15,Consumer,2024-01-07,10-01-2024,Express,West,Rajasthan,Office Supplies,Printer Paper,8,369,0.0,2952.0,521.0,Debit Card,SalesPerson_34,2024,1,1,Sunday,17.649051490514907
10834,CUST1759,Customer_115,Corporate,2022-10-20,24-10-2022,Standard,South,Karnataka,Furniture,Sofa,1,479,0.0,479.0,157.54,Credit Card,SalesPerson_11,2022,10,4,Thursday,32.889352818371606
10835,CUST1984,Customer_436,Consumer,2022-03-02,07-03-2022,Express,East,Odisha,Electronics,Mobile,10,2650,15.0,22525.0,6284.13,Debit Card,SalesPerson_4,2022,3,1,Wednesday,27.898468368479467
10836,CUST1905,Customer_148,Corporate,2024-04-03,05-04-2024,Same Day,South,Tamil Nadu,Electronics,Laptop,3,2620,0.0,7860.0,1254.07,Debit Card,SalesPerson_48,2024,4,2,Wednesday,15.955089058524171
10837,CUST1007,Customer_392,Home Office,2022-05-04,11-05-2022,Standard,East,West Bengal,Furniture,Chair,6,1985,10.0,10719.0,1298.09,Credit Card,SalesPerson_11,2022,5,2,Wednesday,12.11017818826383
10838,CUST1559,Customer_326,Consumer,2022-11-30,05-12-2022,Standard,North,Haryana,Office Supplies,Printer Paper,6,255,0.0,1530.0,410.34,UPI,SalesPerson_44,2022,11,4,Wednesday,26.819607843137256
10839,CUST1723,Customer_50,Consumer,2023-10-06,08-10-2023,Same Day,West,Gujarat,Office Supplies,Printer Paper,4,2868,15.0,9751.2,1494.33,Credit Card,SalesPerson_43,2023,10,4,Friday,15.324575436869306
10840,CUST1880,Customer_193,Consumer,2022-05-09,11-05-2022,Standard,North,Haryana,Office Supplies,Pen,3,1588,10.0,4287.6,259.87,Credit Card,SalesPerson_9,2022,5,2,Monday,6.060966508069782
10841,CUST1923,Customer_449,Corporate,2024-12-31,07-01-2025,Same Day,South,Kerala,Furniture,Sofa,3,147,15.0,374.85,101.67,Net Banking,SalesPerson_1,2024,12,4,Tuesday,27.122849139655862
10842,CUST1149,Customer_179,Consumer,2022-08-02,08-08-2022,Standard,North,Punjab,Office Supplies,Binder,6,1854,5.0,10567.8,3166.97,Cash,SalesPerson_45,2022,8,3,Tuesday,29.96811067582657
10843,CUST1584,Customer_347,Home Office,2022-11-10,17-11-2022,Same Day,North,Haryana,Electronics,Mobile,1,2822,5.0,2680.9,434.84,Credit Card,SalesPerson_17,2022,11,4,Thursday,16.219926144205303
10844,CUST1966,Customer_5,Corporate,2024-12-14,15-12-2024,Standard,West,Gujarat,Office Supplies,Pen,2,2190,15.0,3723.0,885.7,Cash,SalesPerson_26,2024,12,4,Saturday,23.789954337899545
10845,CUST1067,Customer_174,Corporate,2024-10-20,22-10-2024,Express,West,Maharashtra,Furniture,Sofa,1,192,5.0,182.4,54.11,Cash,SalesPerson_20,2024,10,4,Sunday,29.665570175438592
10846,CUST1863,Customer_108,Home Office,2022-07-17,23-07-2022,Standard,South,Kerala,Furniture,Chair,9,1376,10.0,11145.6,1804.07,Credit Card,SalesPerson_33,2022,7,3,Sunday,16.186387453344818
10847,CUST1654,Customer_108,Home Office,2023-08-13,14-08-2023,Express,South,Karnataka,Office Supplies,Pen,4,2607,15.0,8863.8,1239.31,Debit Card,SalesPerson_27,2023,8,3,Sunday,13.981700850650963
10848,CUST1994,Customer_398,Home Office,2023-09-10,16-09-2023,Express,East,Assam,Office Supplies,Printer Paper,1,240,10.0,216.0,26.53,Cash,SalesPerson_44,2023,9,3,Sunday,12.282407407407408
10849,CUST1430,Customer_142,Consumer,2023-12-09,13-12-2023,Express,East,Odisha,Office Supplies,Binder,1,439,15.0,373.15,57.86,Net Banking,SalesPerson_31,2023,12,4,Saturday,15.505828755192283
10850,CUST1012,Customer_201,Home Office,2022-01-17,20-01-2022,Express,South,Kerala,Office Supplies,Printer Paper,9,826,10.0,6690.6,1384.27,Cash,SalesPerson_11,2022,1,1,Monday,20.68977371237258
10851,CUST1465,Customer_260,Consumer,2024-01-14,17-01-2024,Express,West,Gujarat,Furniture,Table,4,790,15.0,2686.0,395.89,Credit Card,SalesPerson_8,2024,1,1,Sunday,14.739017125837675
10852,CUST1531,Customer_461,Home Office,2024-11-03,09-11-2024,Standard,South,Tamil Nadu,Furniture,Desk,4,532,10.0,1915.2,230.58,Credit Card,SalesPerson_3,2024,11,4,Sunday,12.039473684210526
10853,CUST1358,Customer_33,Home Office,2023-05-07,12-05-2023,Standard,North,Delhi,Office Supplies,Binder,5,1328,15.0,5644.0,292.89,Net Banking,SalesPerson_28,2023,5,2,Sunday,5.189404677533664
10854,CUST1485,Customer_35,Consumer,2022-11-24,26-11-2022,Same Day,South,Kerala,Electronics,Headphones,8,514,10.0,3700.8,458.99,Debit Card,SalesPerson_42,2022,11,4,Thursday,12.402453523562471
10855,CUST1138,Customer_409,Corporate,2022-11-16,22-11-2022,Standard,North,Haryana,Office Supplies,Binder,4,1906,0.0,7624.0,528.85,Credit Card,SalesPerson_38,2022,11,4,Wednesday,6.936647429171039
10856,CUST1747,Customer_422,Home Office,2023-02-15,17-02-2023,Standard,West,Rajasthan,Furniture,Sofa,3,1884,5.0,5369.4,668.65,Cash,SalesPerson_25,2023,2,1,Wednesday,12.452974261556227
10857,CUST1626,Customer_398,Home Office,2022-08-22,28-08-2022,Standard,South,Kerala,Furniture,Desk,9,1888,0.0,16992.0,4628.0,Debit Card,SalesPerson_18,2022,8,3,Monday,27.236346516007533
10858,CUST1705,Customer_115,Home Office,2022-04-11,14-04-2022,Standard,North,Delhi,Electronics,Headphones,8,949,0.0,7592.0,1391.08,Debit Card,SalesPerson_26,2022,4,2,Monday,18.322971548998947
10859,CUST1267,Customer_406,Consumer,2024-08-06,10-08-2024,Same Day,North,Punjab,Furniture,Chair,7,176,15.0,1047.2,355.2,Net Banking,SalesPerson_19,2024,8,3,Tuesday,33.919022154316266
10860,CUST1666,Customer_153,Corporate,2023-07-20,23-07-2023,Express,East,West Bengal,Furniture,Table,7,979,0.0,6853.0,2393.79,Debit Card,SalesPerson_28,2023,7,3,Thursday,34.93054136874362
10861,CUST1897,Customer_380,Home Office,2023-06-16,17-06-2023,Express,South,Karnataka,Furniture,Chair,10,1942,0.0,19420.0,3799.01,Cash,SalesPerson_3,2023,6,2,Friday,19.562358393408857
10862,CUST1501,Customer_223,Corporate,2024-01-02,05-01-2024,Express,North,Punjab,Furniture,Desk,4,1696,10.0,6105.6,1874.03,Net Banking,SalesPerson_21,2024,1,1,Tuesday,30.693625524109013
10863,CUST1914,Customer_63,Home Office,2022-10-23,24-10-2022,Express,South,Karnataka,Furniture,Sofa,5,2923,5.0,13884.25,4319.66,Debit Card,SalesPerson_14,2022,10,4,Sunday,31.111943389091955
10864,CUST1207,Customer_411,Home Office,2024-04-07,09-04-2024,Same Day,West,Gujarat,Office Supplies,Pen,10,1661,5.0,15779.5,1071.32,Cash,SalesPerson_45,2024,4,2,Sunday,6.789315250800089
10865,CUST1065,Customer_483,Home Office,2022-02-08,10-02-2022,Express,North,Delhi,Office Supplies,Binder,1,1539,10.0,1385.1,362.55,UPI,SalesPerson_12,2022,2,1,Tuesday,26.1750054147715
10866,CUST1839,Customer_208,Corporate,2023-04-30,02-05-2023,Standard,West,Rajasthan,Furniture,Chair,2,1373,0.0,2746.0,500.55,Debit Card,SalesPerson_1,2023,4,2,Sunday,18.22833211944647
10867,CUST1719,Customer_254,Consumer,2023-07-28,02-08-2023,Express,South,Kerala,Office Supplies,Printer Paper,2,1476,15.0,2509.2,836.72,Net Banking,SalesPerson_16,2023,7,3,Friday,33.34608640204049
10868,CUST1098,Customer_26,Corporate,2024-01-29,04-02-2024,Express,North,Delhi,Furniture,Sofa,1,2398,15.0,2038.3,603.25,UPI,SalesPerson_16,2024,1,1,Monday,29.595741549330324
10869,CUST1981,Customer_335,Consumer,2022-01-19,26-01-2022,Express,South,Tamil Nadu,Furniture,Table,8,254,5.0,1930.4,151.84,Cash,SalesPerson_9,2022,1,1,Wednesday,7.865727310401989
10870,CUST1804,Customer_263,Home Office,2022-01-29,02-02-2022,Standard,North,Haryana,Furniture,Table,1,2885,5.0,2740.75,505.03,Cash,SalesPerson_13,2022,1,1,Saturday,18.42670801787832
10871,CUST1144,Customer_420,Home Office,2022-04-16,17-04-2022,Express,East,Odisha,Furniture,Table,3,1696,0.0,5088.0,1613.21,Debit Card,SalesPerson_38,2022,4,2,Saturday,31.706171383647803
10872,CUST1584,Customer_7,Home Office,2022-06-11,15-06-2022,Same Day,West,Rajasthan,Office Supplies,Pen,10,964,10.0,8676.0,857.38,Credit Card,SalesPerson_32,2022,6,2,Saturday,9.88220378054403
10873,CUST1447,Customer_143,Home Office,2022-04-29,01-05-2022,Standard,West,Gujarat,Electronics,Tablet,5,1794,15.0,7624.5,2264.1,UPI,SalesPerson_33,2022,4,2,Friday,29.695061971276804
10874,CUST1993,Customer_17,Consumer,2022-07-11,18-07-2022,Standard,North,Haryana,Electronics,Tablet,1,926,10.0,833.4,109.22,Debit Card,SalesPerson_33,2022,7,3,Monday,13.10535157187425
10875,CUST1209,Customer_408,Home Office,2024-10-23,26-10-2024,Same Day,North,Delhi,Office Supplies,Pen,1,1137,15.0,966.45,102.61,UPI,SalesPerson_24,2024,10,4,Wednesday,10.617207305085623
10876,CUST1510,Customer_137,Home Office,2024-09-21,23-09-2024,Same Day,South,Karnataka,Electronics,Headphones,6,2078,5.0,11844.6,3495.76,Cash,SalesPerson_21,2024,9,3,Saturday,29.51353359336744
10877,CUST1256,Customer_56,Home Office,2024-11-02,03-11-2024,Same Day,East,West Bengal,Office Supplies,Pen,10,2849,10.0,25641.0,6892.96,Credit Card,SalesPerson_3,2024,11,4,Saturday,26.88257088257088
10878,CUST1155,Customer_185,Home Office,2023-11-11,12-11-2023,Express,East,West Bengal,Office Supplies,Pen,8,417,15.0,2835.6,174.08,Debit Card,SalesPerson_50,2023,11,4,Saturday,6.1390887290167875
10879,CUST1529,Customer_303,Consumer,2023-09-09,11-09-2023,Standard,South,Tamil Nadu,Office Supplies,Pen,2,2337,15.0,3972.9,1199.89,Debit Card,SalesPerson_32,2023,9,3,Saturday,30.201867653351457
10880,CUST1592,Customer_307,Corporate,2024-05-17,23-05-2024,Standard,East,West Bengal,Office Supplies,Notebook,9,2769,10.0,22428.9,4166.16,Debit Card,SalesPerson_48,2024,5,2,Friday,18.574963551489372
10881,CUST1579,Customer_437,Consumer,2022-11-01,02-11-2022,Standard,East,Odisha,Furniture,Sofa,7,2890,0.0,20230.0,1540.8,Debit Card,SalesPerson_10,2022,11,4,Tuesday,7.616411270390509
10882,CUST1039,Customer_356,Corporate,2023-07-26,01-08-2023,Express,West,Gujarat,Electronics,Laptop,8,119,5.0,904.4,286.37,UPI,SalesPerson_37,2023,7,3,Wednesday,31.664086687306504
10883,CUST1502,Customer_240,Home Office,2023-01-16,22-01-2023,Standard,West,Gujarat,Electronics,Headphones,2,1940,5.0,3686.0,234.24,UPI,SalesPerson_38,2023,1,1,Monday,6.354856212696689
10884,CUST1734,Customer_284,Corporate,2023-12-20,22-12-2023,Standard,West,Gujarat,Office Supplies,Printer Paper,4,293,15.0,996.2,180.23,Debit Card,SalesPerson_34,2023,12,4,Wednesday,18.09174864485043
10885,CUST1303,Customer_266,Home Office,2024-07-28,01-08-2024,Standard,West,Gujarat,Office Supplies,Notebook,2,1462,0.0,2924.0,937.06,UPI,SalesPerson_37,2024,7,3,Sunday,32.04719562243502
10886,CUST1382,Customer_391,Consumer,2023-08-10,16-08-2023,Standard,West,Gujarat,Office Supplies,Printer Paper,2,2774,10.0,4993.2,1610.02,Credit Card,SalesPerson_33,2023,8,3,Thursday,32.24425218296884
10887,CUST1301,Customer_115,Home Office,2023-08-29,31-08-2023,Express,West,Gujarat,Furniture,Desk,6,744,5.0,4240.8,988.12,UPI,SalesPerson_17,2023,8,3,Tuesday,23.30032069420864
10888,CUST1981,Customer_407,Consumer,2023-02-05,08-02-2023,Standard,North,Haryana,Office Supplies,Binder,1,288,5.0,273.6,62.0,Cash,SalesPerson_49,2023,2,1,Sunday,22.66081871345029
10889,CUST1604,Customer_259,Consumer,2022-07-31,04-08-2022,Express,North,Haryana,Furniture,Sofa,7,358,15.0,2130.1,327.15,Cash,SalesPerson_20,2022,7,3,Sunday,15.358433876343833
10890,CUST1208,Customer_151,Consumer,2023-09-18,22-09-2023,Same Day,West,Gujarat,Electronics,Tablet,7,1241,10.0,7818.3,938.89,UPI,SalesPerson_47,2023,9,3,Monday,12.008876610004732
10891,CUST1853,Customer_294,Consumer,2024-11-29,04-12-2024,Same Day,North,Punjab,Furniture,Chair,5,253,15.0,1075.25,63.23,Cash,SalesPerson_25,2024,11,4,Friday,5.8804929086259
10892,CUST1975,Customer_144,Corporate,2022-12-10,11-12-2022,Same Day,West,Gujarat,Office Supplies,Binder,9,2558,0.0,23022.0,1770.74,UPI,SalesPerson_29,2022,12,4,Saturday,7.6915124663365475
10893,CUST1679,Customer_438,Consumer,2024-06-01,07-06-2024,Express,South,Karnataka,Office Supplies,Pen,10,1552,0.0,15520.0,1726.82,Net Banking,SalesPerson_42,2024,6,2,Saturday,11.126417525773196
10894,CUST1210,Customer_283,Corporate,2022-07-30,03-08-2022,Express,North,Haryana,Furniture,Sofa,4,1082,0.0,4328.0,699.64,Debit Card,SalesPerson_31,2022,7,3,Saturday,16.16543438077634
10895,CUST1244,Customer_124,Corporate,2022-09-26,01-10-2022,Express,East,Assam,Electronics,Mobile,8,2638,0.0,21104.0,3067.4,Credit Card,SalesPerson_13,2022,9,3,Monday,14.534685367702805
10896,CUST1735,Customer_489,Consumer,2023-02-14,19-02-2023,Same Day,North,Punjab,Electronics,Mobile,8,1618,15.0,11002.4,2923.23,Credit Card,SalesPerson_8,2023,2,1,Tuesday,26.569021304442668
10897,CUST1264,Customer_299,Consumer,2022-05-14,21-05-2022,Same Day,West,Gujarat,Office Supplies,Pen,7,2798,0.0,19586.0,2906.97,Credit Card,SalesPerson_2,2022,5,2,Saturday,14.842081078321248
10898,CUST1216,Customer_229,Home Office,2024-10-02,07-10-2024,Standard,North,Haryana,Furniture,Table,5,102,15.0,433.5,38.91,Net Banking,SalesPerson_13,2024,10,4,Wednesday,8.975778546712803
10899,CUST1216,Customer_107,Consumer,2023-12-10,13-12-2023,Standard,North,Delhi,Electronics,Laptop,8,2200,15.0,14960.0,1198.77,Cash,SalesPerson_33,2023,12,4,Sunday,8.01316844919786
10900,CUST1376,Customer_37,Consumer,2024-03-18,20-03-2024,Same Day,South,Kerala,Furniture,Table,1,1223,5.0,1161.85,296.14,Net Banking,SalesPerson_43,2024,3,1,Monday,25.4886603262039
10901,CUST1782,Customer_110,Corporate,2024-05-23,25-05-2024,Standard,South,Kerala,Furniture,Sofa,10,1922,5.0,18259.0,2026.25,Cash,SalesPerson_42,2024,5,2,Thursday,11.097267101155595
10902,CUST1026,Customer_178,Home Office,2024-12-30,02-01-2025,Express,North,Punjab,Furniture,Table,2,567,10.0,1020.6,145.7,Cash,SalesPerson_26,2024,12,4,Monday,14.27591612776798
10903,CUST1964,Customer_223,Corporate,2022-10-22,25-10-2022,Same Day,East,Assam,Electronics,Laptop,1,1434,0.0,1434.0,330.33,Cash,SalesPerson_44,2022,10,4,Saturday,23.035564853556483
10904,CUST1192,Customer_183,Consumer,2024-02-02,06-02-2024,Same Day,North,Haryana,Furniture,Table,6,2550,5.0,14535.0,1015.04,Cash,SalesPerson_11,2024,2,1,Friday,6.983419332645338
10905,CUST1928,Customer_161,Consumer,2023-06-30,06-07-2023,Same Day,East,West Bengal,Electronics,Mobile,6,1031,0.0,6186.0,1437.2,UPI,SalesPerson_50,2023,6,2,Friday,23.233107015842226
10906,CUST1303,Customer_146,Consumer,2023-12-16,23-12-2023,Same Day,West,Gujarat,Electronics,Mobile,9,1831,5.0,15655.05,1611.34,Credit Card,SalesPerson_7,2023,12,4,Saturday,10.292780923727488
10907,CUST1702,Customer_228,Corporate,2024-11-26,02-12-2024,Standard,West,Rajasthan,Office Supplies,Pen,6,2819,0.0,16914.0,1248.18,Credit Card,SalesPerson_47,2024,11,4,Tuesday,7.379567222419298
10908,CUST1735,Customer_23,Home Office,2024-04-09,15-04-2024,Standard,East,West Bengal,Furniture,Sofa,3,471,0.0,1413.0,157.99,Net Banking,SalesPerson_36,2024,4,2,Tuesday,11.181174805378628
10909,CUST1288,Customer_349,Home Office,2024-11-13,19-11-2024,Express,North,Punjab,Office Supplies,Pen,4,1266,10.0,4557.6,1397.01,Credit Card,SalesPerson_15,2024,11,4,Wednesday,30.65231700895208
10910,CUST1024,Customer_157,Home Office,2022-06-19,23-06-2022,Same Day,South,Kerala,Office Supplies,Pen,10,1122,5.0,10659.0,3017.13,UPI,SalesPerson_34,2022,6,2,Sunday,28.305938643399948
10911,CUST1673,Customer_145,Corporate,2023-06-26,30-06-2023,Same Day,South,Tamil Nadu,Electronics,Headphones,5,1856,15.0,7888.0,660.88,Cash,SalesPerson_31,2023,6,2,Monday,8.378296146044626
10912,CUST1525,Customer_399,Consumer,2022-09-14,18-09-2022,Standard,East,West Bengal,Office Supplies,Notebook,10,2909,10.0,26181.0,7149.3,Net Banking,SalesPerson_10,2022,9,3,Wednesday,27.30720751690157
10913,CUST1386,Customer_164,Corporate,2022-07-20,26-07-2022,Standard,East,Odisha,Office Supplies,Pen,10,2518,10.0,22662.0,4347.38,Credit Card,SalesPerson_31,2022,7,3,Wednesday,19.183567205012796
10914,CUST1887,Customer_408,Consumer,2024-07-05,07-07-2024,Standard,North,Haryana,Furniture,Desk,10,1186,0.0,11860.0,1057.38,Cash,SalesPerson_5,2024,7,3,Friday,8.915514333895448
10915,CUST1130,Customer_69,Home Office,2022-05-05,12-05-2022,Same Day,West,Maharashtra,Furniture,Chair,5,1899,10.0,8545.5,1808.82,Cash,SalesPerson_19,2022,5,2,Thursday,21.166929963138493
10916,CUST1296,Customer_18,Consumer,2023-01-08,15-01-2023,Same Day,East,West Bengal,Furniture,Sofa,10,962,15.0,8177.0,843.91,Debit Card,SalesPerson_17,2023,1,1,Sunday,10.320533202886145
10917,CUST1082,Customer_186,Home Office,2022-05-30,02-06-2022,Express,East,Assam,Office Supplies,Notebook,6,2108,10.0,11383.2,2181.54,UPI,SalesPerson_20,2022,5,2,Monday,19.164558296436855
10918,CUST1701,Customer_469,Home Office,2023-06-06,12-06-2023,Express,North,Delhi,Electronics,Mobile,8,2698,10.0,19425.6,5929.09,UPI,SalesPerson_33,2023,6,2,Tuesday,30.522043077176512
